>26712_26713 both
chlM12 230558 230643
chl189 2728680 2728766
chlTAMOak81 265162 265257
chlChPhzTR39 227804 227890
chlChPhzTR38 228096 228182
chl66 237110 237196
chlPb-St2 223964 224037
chlC50 235544 235630
chlP2 236516 236602
chlChPhzS24 227889 227975
chl6698 237459 237545
chlChPhzS23 234333 234419
chlLzh-T5 228830 228915
chlPA23 109400 109486
chlChPhzTR36 235321 235407
chlO6 234163 234249
chlChPhzTR18 228092 228178
>28637_27435 with 28637_26425 left
chlM12 4184702 4184764
chl66 4266114 4266176
chlQ16 4263302 4263364
chlPb-St2 4107623 4107685
chl19603 4566477 4566539
chlCW2 4291877 4291939
chlC50 4191850 4191912
chlP2 4659049 4659111
chlJD37 2614015 2614077
chl6698 4419251 4419313
chl2210 4277933 4277995
chlChPhzS23 4224354 4224416
chlPA23 4244551 4244613
chlChPhzTR36 4308163 4308225
chlO6 4355470 4355532
chlChPhzS140 4474388 4474451
chlDTR133 4330847 4330910
chlPCL1607 4294751 4294814
chlZJU60 4177618 4177681
chlChPhzS135 4363357 4363420
chl17411 4451655 4451718
chl17809 4451654 4451717
chlChPhzTR44 4305402 4305465
chlToZa7 4334203 4334266
chlSLPH10 4324527 4324590
chlPCL1391 4262628 4262691
chl21509 4427241 4427304
>28637_27435 with 28637_28638 left
chlM12 4184702 4184764
chl66 4266114 4266176
chlQ16 4263302 4263364
chlPb-St2 4107623 4107685
chl19603 4566477 4566539
chlCW2 4291877 4291939
chlC50 4191850 4191912
chlP2 4659049 4659111
chlJD37 2614015 2614077
chl6698 4419251 4419313
chl2210 4277933 4277995
chlChPhzS23 4224354 4224416
chlPA23 4244551 4244613
chlChPhzTR36 4308163 4308225
chlO6 4355470 4355532
chlChPhzTR39 4365655 4365718
chlChPhzTR38 4317185 4317248
chlChPhzS24 4253051 4253114
chlChPhzTR18 4269498 4269561
>29153_29154 with 29153_16801 left
chlM12 5984003 5984067
chlChPhzS140 6336943 6337005
chlDTR133 6294368 6294430
chlPCL1607 6134971 6135033
chlChPhzTR39 6318340 6318402
chlChPhzTR38 6219867 6219929
chl66 6056613 6056675
chl449 6225171 6225235
chlZJU60 6089666 6089728
chlQ16 6152365 6152429
chlPb-St2 5878202 5878266
chlM71 6065296 6065360
chl464 6227555 6227619
chlChPhzS135 6202853 6202915
chl17411 6463868 6463930
chl19603 6355979 6356043
chl17809 6470350 6470412
chlCW2 6186331 6186395
chlC50 6000474 6000536
chlP2 6463094 6463156
chlJD37 813553 813617
chlChPhzS24 6154161 6154223
chl6698 6269185 6269247
chlChPhzTR44 6141195 6141257
chl2210 6093252 6093316
chlToZa7 6270065 6270127
chlSLPH10 6490459 6490521
chlChPhzS23 6013119 6013183
chlPCL1391 6104268 6104330
chlLzh-T5 6080081 6080143
chlPA23 6267978 6268040
chlStFRB508 6014462 6014526
chlChPhzTR36 6194985 6195047
chl21509 6283039 6283103
chlO6 6129013 6129075
chlChPhzTR18 6105225 6105287
chlK27 6126595 6126659
chlTAMOak81 5937563 5937625
>29129_29130 with 29129_27837 left
chlM12 1606311 1606374
chlChPhzTR39 1642042 1642105
chlChPhzTR38 1643741 1643804
chl66 1637492 1637555
chlC50 1604574 1604637
chlP2 1639369 1639432
chlChPhzS24 1634994 1635057
chl6698 1640877 1640940
chlChPhzS23 1615870 1615933
chlLzh-T5 1613722 1613785
chlPA23 1543807 1543870
chlChPhzTR36 1661965 1662028
chl50083 1653685 1653748
chlO6 1717382 1717445
chlChPhzTR18 1624239 1624302
chlK27 1657632 1657695
chl189 1222882 1222945
chl17415 1611387 1611450
>29255_29256 with 24004_29256 right
chlM12 6331992 6332054
chlChPhzTR39 6665194 6665256
chlChPhzTR38 6566763 6566825
chl66 6404367 6404429
chlM71 6412941 6413003
chlC50 6348832 6348894
chlP2 6809973 6810035
chlChPhzS24 6501065 6501127
chl6698 6651662 6651724
chlChPhzS23 6359958 6360020
chlLzh-T5 6427809 6427871
chlPA23 6841120 6841182
chlChPhzTR36 6541911 6541973
chlO6 6470585 6470647
chlChPhzTR18 6453552 6453614
chlK27 6474118 6474180
chlJD37 422234 422296
>29257_29258 with 29257_1371 left
chlM12 4559795 4559879
chlM71 4656158 4656242
chl19603 4958129 4958213
chlCW2 4756988 4757072
chl2210 4690093 4690177
chlStFRB508 4605077 4605161
chlK27 4712084 4712168
chlTAMOak81 4505277 4505361
>29267_29268 with 25278_29268 right
chlM12 6348116 6348167
chlTAMOak81 6303799 6303883
chlChPhzTR39 6681427 6681511
chlChPhzTR38 6582997 6583081
chl66 6420573 6420657
chl449 6593652 6593703
chl17415 6249747 6249831
chlZJU60 6446280 6446331
chlQ16 6534941 6534992
chlM71 6429059 6429110
chl464 6596036 6596087
chlB25 6592322 6592373
chl19603 6739176 6739227
chlCW2 6554211 6554262
chlC50 6365070 6365154
chlJD37 406210 406261
chlChPhzS24 6517316 6517400
chlChPhzS23 6376070 6376154
chlLzh-T5 6444036 6444120
chlPA23 6824877 6824961
chlStFRB508 6429933 6430017
chl21509 6659002 6659053
chlO6 6486804 6486888
chlChPhzTR18 6469792 6469876
chlK27 6490188 6490239
chlP2 6826180 6826264
chl6698 6667851 6667935
chlChPhzTR36 6558101 6558185
>29267_29268 with 23734_29268 right
chlM12 6348116 6348167
chlTAMOak81 6303799 6303883
chlChPhzTR39 6681427 6681511
chlChPhzTR38 6582997 6583081
chl66 6420573 6420657
chl449 6593652 6593703
chl17415 6249747 6249831
chlZJU60 6446280 6446331
chlQ16 6534941 6534992
chlM71 6429059 6429110
chl464 6596036 6596087
chlB25 6592322 6592373
chl19603 6739176 6739227
chlCW2 6554211 6554262
chlC50 6365070 6365154
chlJD37 406210 406261
chlChPhzS24 6517316 6517400
chlChPhzS23 6376070 6376154
chlLzh-T5 6444036 6444120
chlPA23 6824877 6824961
chlStFRB508 6429933 6430017
chl21509 6659002 6659053
chlO6 6486804 6486888
chlChPhzTR18 6469792 6469876
chlK27 6490188 6490239
chl2210 6475885 6475936
>29512_29514 with 29513_29514 right
chlM12 419287 419348
chlM12 419387 419486
chl189 2525550 2525649
chlB25 426635 426691
chlB25 426730 426829
chlChPhzTR36 421376 421464
chlTAMOak81 442917 442978
chlChPhzS140 419835 419896
chlChPhzS140 419935 420034
chlDTR133 418223 418284
chlDTR133 418323 418422
chlPCL1607 416489 416550
chlPCL1607 416589 416688
chlChPhzTR39 411385 411446
chlChPhzTR38 439535 439596
chl66 433304 433365
chl66 433404 433503
chl449 425256 425317
chl449 425356 425455
chl17415 417235 417334
chlZJU60 413090 413151
chlQ16 424289 424350
chlQ16 424389 424488
chlPb-St2 401555 401654
chlM71 485023 485084
chlM71 485123 485222
chl464 425256 425317
chl464 425356 425455
chlChPhzS135 420653 420714
chlChPhzS135 420753 420852
chl17411 412822 412910
chl19603 441179 441240
chl19603 441279 441378
chl17809 412828 412916
chlCW2 421466 421527
chlCW2 421566 421665
chlC50 427999 428087
chlP2 433612 433673
chlP2 433712 433811
chlChPhzS24 409717 409778
chl6698 423807 423895
chlChPhzTR44 416892 416953
chlChPhzTR44 416992 417091
chl2210 434441 434502
chl2210 434541 434640
chlToZa7 429105 429166
chlToZa7 429205 429304
chlSLPH10 421368 421429
chlSLPH10 421468 421567
chlChPhzS23 416538 416599
chlPCL1391 416032 416093
chlPCL1391 416132 416231
chlLzh-T5 410112 410200
chlPA23 302760 302848
chlStFRB508 232481 232542
chlStFRB508 232581 232680
chl21509 424961 425022
chl21509 425061 425160
chl50083 416600 416661
chl50083 416700 416799
chlO6 421917 422005
chlChPhzTR18 409612 409673
chlK27 471663 471724
chlK27 471763 471862
>29512_29514 with 25428_29514 right
chlM12 419287 419348
chlM12 419387 419486
chl189 2525550 2525649
chlB25 426635 426691
chlB25 426730 426829
chlChPhzTR36 421376 421464
chlJD37 6237413 6237474
chlJD37 6237275 6237374
>29512_29514 with 28521_29514 right
chlM12 419287 419348
chlM12 419387 419486
chl189 2525550 2525649
chlB25 426635 426691
chlB25 426730 426829
chlChPhzTR36 421376 421464
chlLzh-T5 410239 410338
>29127_29128 with 24486_29128 right
chlM12 2424869 2424936
chlChPhzTR39 2541627 2541694
chlChPhzTR38 2564511 2564578
chl66 2494030 2494094
chl449 2548614 2548678
chlM71 2461157 2461221
chl464 2550548 2550612
chl19603 2422433 2422500
chlCW2 2464643 2464707
chlC50 2445593 2445657
chlP2 2586738 2586805
chlJD37 4216399 4216463
chlChPhzS24 2455977 2456041
chl6698 2498518 2498582
chlChPhzS23 2418696 2418760
chlLzh-T5 2428085 2428152
chlPA23 2352191 2352258
chlChPhzTR36 2543086 2543153
chlO6 2585643 2585710
chlChPhzTR18 2491098 2491162
chlK27 2497241 2497305
chlStFRB508 2328454 2328518
>29179_29180 with 29179_28612 left
chlM12 5658831 5658898
chlTAMOak81 5606808 5606875
chlChPhzTR39 5960226 5960293
chlChPhzTR38 5893575 5893642
chl66 5730062 5730129
chl449 5898459 5898526
chlQ16 5825875 5825942
chlPb-St2 5556948 5557015
chlM71 5741604 5741671
chl464 5900843 5900910
chl19603 6030201 6030268
chlCW2 5860409 5860476
chlC50 5676981 5677048
chlP2 6137722 6137789
chlJD37 1157825 1157892
chlChPhzS24 5827878 5827945
chl6698 5946085 5946152
chl2210 5766477 5766544
chlChPhzS23 5686706 5686773
chlLzh-T5 5754609 5754676
chlPA23 5799079 5799146
chlStFRB508 5688891 5688958
chlChPhzTR36 5870140 5870207
chl21509 5964996 5965063
chl50083 5752347 5752414
chlO6 5806592 5806659
chlChPhzTR18 5778938 5779005
chlK27 5801945 5802012
chlChPhzS140 6015207 6015274
chlDTR133 5956199 5956266
chlPCL1607 5815244 5815311
chlZJU60 5750961 5751028
chlChPhzS135 5864672 5864739
chl17411 6128378 6128445
chl17809 6134859 6134926
chlChPhzTR44 5803260 5803327
chlToZa7 5910947 5911014
chlSLPH10 6143184 6143251
chlPCL1391 5782524 5782591
>29187_29573 with 29187_29188 left
chlM12 6636578 6636674
chlChPhzTR39 6972889 6972980
chlChPhzTR38 6874502 6874593
chl66 6714314 6714410
chl449 6879118 6879214
chlM71 6724109 6724205
chl464 6881502 6881598
chl19603 7026934 7027030
chlCW2 6842293 6842389
chlC50 6658305 6658396
chlP2 7120095 7120191
chlJD37 108286 108382
chlChPhzS24 6816329 6816425
chl6698 6954873 6954969
chl2210 6771567 6771663
chlChPhzS23 6673162 6673258
chlLzh-T5 6753586 6753682
chlPA23 6531344 6531435
chlChPhzTR36 6851127 6851223
chl21509 6976834 6976927
chlO6 6897311 6897407
chlChPhzTR18 6799986 6800077
chlK27 6784763 6784859
chlChPhzS140 6979656 6979749
chlDTR133 6969938 6970031
chlPCL1607 6818965 6819058
chlChPhzS135 6845336 6845429
chlChPhzTR44 6783535 6783628
chlToZa7 6920911 6921004
chlSLPH10 7132963 7133056
chlPCL1391 6751556 6751649
>29215_29216 with 16720_29216 right
chlM12 4814108 4814175
chlChPhzS140 5144785 5144852
chlDTR133 5087366 5087433
chlPCL1607 5043345 5043412
chlChPhzTR39 5122926 5122989
chlChPhzTR38 5067868 5067931
chl189 4849865 4849928
chl66 4919924 4919991
chl449 5093791 5093858
chl17415 4771552 4771615
chlZJU60 4925662 4925729
chlQ16 5019454 5019521
chlM71 4933330 4933397
chl464 5095725 5095792
chlChPhzS135 5062847 5062914
chlB25 4963200 4963263
chl17411 5153419 5153486
chl19603 5210106 5210173
chl17809 5153423 5153490
chlCW2 5008586 5008653
chlC50 4832530 4832593
chlP2 5317325 5317388
chlJD37 1955972 1956039
chlChPhzS24 4923059 4923122
chl6698 5145402 5145465
chlChPhzTR44 5033248 5033315
chl2210 4944163 4944230
chlToZa7 5005905 5005972
chlSLPH10 5201061 5201128
chlChPhzS23 4863749 4863812
chlPCL1391 4985774 4985841
chlLzh-T5 4925913 4925976
chlPA23 4892134 4892201
chlStFRB508 4885143 4885210
chlChPhzTR36 5053601 5053668
chl21509 5186234 5186301
chl50083 4989511 4989574
chlO6 4989121 4989184
chlChPhzTR18 4932772 4932835
chlK27 4994570 4994637
chlTAMOak81 4828343 4828406
>29281_29282 with 23146_29282 right
chlM12 1994006 1994088
chl66 2041967 2042049
chlM71 2055181 2055264
chl19603 2011417 2011499
chlCW2 2010495 2010577
chlC50 2009877 2009959
chlP2 2042633 2042715
chl6698 2056648 2056730
chlChPhzTR44 2036440 2036517
chl2210 2020629 2020711
chlStFRB508 1828143 1828225
chlChPhzTR18 2033239 2033321
chlK27 2042237 2042320
chlLzh-T5 2020132 2020214
>26312_27800 with 27799_27800 right
chlM12 1526307 1526400
chl449 1549384 1549477
chlQ16 1535031 1535124
chl464 1551318 1551411
chl19603 1543040 1543133
chlCW2 1538680 1538773
chl2210 1548263 1548356
chl21509 1556976 1557083
chlC50 1527098 1527197
chlP2 1537588 1537687
chl6698 1553378 1553477
chlLzh-T5 1522322 1522421
chlChPhzTR36 1583847 1583946
chlO6 1589416 1589515
>29207_29208 with 16816_29208 right
chlM12 6188473 6188557
chlChPhzS140 6536148 6536232
chlDTR133 6526640 6526724
chlPCL1607 6367211 6367295
chl189 3488777 3488860
chl449 6429955 6430039
chl17415 6090693 6090776
chlZJU60 6288928 6289012
chlQ16 6371190 6371274
chlM71 6269076 6269160
chl464 6432339 6432423
chlChPhzS135 6402048 6402132
chl17411 6675648 6675732
chl19603 6575723 6575807
chl17809 6682131 6682215
chlCW2 6390838 6390922
chlJD37 594740 594824
chlChPhzTR44 6340389 6340473
chl2210 6312055 6312139
chlToZa7 6469261 6469345
chlSLPH10 6689665 6689749
chlPCL1391 6303472 6303556
chlStFRB508 6251639 6251723
chl50083 6273202 6273286
chlK27 6330461 6330545
chl189 3488018 3488081
chlPb-St2 6086287 6086350
>24616_29653 with 17077_29653 right
chlM12 4115761 4115835
chlCW2 4201815 4201889
chlStFRB508 4117229 4117303
chl189 5957845 5957920
>24616_29653 with 19648_29653 right
chlM12 4115761 4115835
chlCW2 4201815 4201889
chlStFRB508 4117229 4117303
chl19603 4485594 4485668
chl2210 4189431 4189505
>24616_29653 with 26338_29653 right
chlM12 4115761 4115835
chlCW2 4201815 4201889
chlStFRB508 4117229 4117303
chl21509 4344382 4344457
>29147_29148 with 29147_28492 left
chlM12 543887 543973
chlTAMOak81 568257 568343
chlChPhzS140 543715 543801
chlDTR133 542102 542188
chlPCL1607 540369 540455
chl449 549870 549956
chlZJU60 537058 537144
chlQ16 549067 549153
chlPb-St2 523088 523174
chlM71 600786 600872
chl464 549871 549957
chlChPhzS135 544533 544619
chl19603 556985 557071
chlCW2 545970 546056
chlJD37 6119985 6120071
chlChPhzTR44 540773 540859
chl2210 559259 559345
chlToZa7 552985 553071
chlSLPH10 545248 545334
chlPCL1391 539913 539999
chl21509 549417 549503
chl50083 540879 540965
chlK27 587405 587491
chlChPhzTR39 535861 535947
chlChPhzTR38 555270 555356
chl66 549026 549112
chl17411 536746 536832
chl17809 536752 536838
chlC50 543884 543970
chlP2 558171 558257
chlChPhzS24 535599 535685
chl6698 539579 539665
chlChPhzS23 532171 532257
chlLzh-T5 525930 526016
chlPA23 418673 418759
chlStFRB508 357118 357204
chlChPhzTR36 537163 537249
chlChPhzTR18 534179 534265
>29247_29248 with 29247_26457 left
chlM12 3177382 3177437
chl189 6277272 6277327
chl449 3297747 3297802
chl17415 3144463 3144518
chlZJU60 3118499 3118562
chlQ16 3247612 3247667
chlPb-St2 3108199 3108254
chlM71 3188094 3188149
chl464 3299683 3299738
chlB25 3478433 3478488
chl17411 3275183 3275246
chl19603 3210269 3210324
chl17809 3275173 3275236
chlCW2 3201996 3202051
chlC50 3222254 3222317
chlJD37 3500539 3500594
chl6698 3289741 3289804
chl2210 3200696 3200751
chlPA23 3124544 3124607
chl50083 3290490 3290545
chlK27 3218250 3218305
chl21509 3215633 3215688
>29201_29202 with 29201_16789 left
chlM12 880410 880488
chlTAMOak81 900099 900173
chlChPhzS140 866803 866881
chlDTR133 865162 865240
chlPCL1607 898054 898132
chlChPhzTR39 873184 873259
chlChPhzTR38 892623 892698
chlChPhzTR38 892742 892817
chl66 884516 884591
chl66 884635 884710
chl449 888262 888337
chlZJU60 858951 859029
chlM71 935348 935426
chl464 888262 888337
chlChPhzS135 867608 867686
chlB25 863896 863971
chl17411 858936 859014
chl19603 893421 893499
chl17809 858943 859021
chlC50 878625 878700
chlC50 878744 878819
chlP2 883260 883335
chlP2 883379 883454
chlJD37 5771221 5771296
chlChPhzS24 872936 873011
chlChPhzS24 873055 873130
chl6698 875809 875884
chl6698 875928 876003
chlChPhzTR44 863790 863868
chl2210 896031 896109
chlToZa7 876035 876113
chlSLPH10 868475 868553
chlChPhzS23 867206 867281
chlChPhzS23 867325 867400
chlPCL1391 862973 863048
chlLzh-T5 863142 863217
chlLzh-T5 863261 863339
chlPA23 756163 756241
chlPA23 756044 756119
chlStFRB508 697065 697143
chlChPhzTR36 873656 873731
chlChPhzTR36 873775 873850
chl21509 881452 881527
chl50083 876900 876975
chlChPhzTR18 871537 871612
chlChPhzTR18 871656 871731
chlK27 922238 922313
chlO6 878572 878647
chlO6 878691 878769
>29235_29236 with 29235_26383 left
chlM12 2999832 2999907
chl189 6128651 6128748
chl66 3064098 3064173
chlM71 3021742 3021817
chl19603 3020212 3020287
chlC50 3042394 3042469
chlP2 3171897 3171972
chlJD37 3667627 3667702
chl6698 3108254 3108329
chl2210 3023902 3023977
chlChPhzS23 2991289 2991364
chlPA23 2936389 2936464
chlChPhzTR36 3124693 3124768
chlO6 3161670 3161745
chlK27 3051546 3051621
chlChPhzS140 3085314 3085389
chlDTR133 3106946 3107010
chlPCL1607 3075305 3075380
chlZJU60 2953028 2953103
chlQ16 3059089 3059164
chlChPhzS135 3032534 3032598
chlB25 3299560 3299658
chl17411 3107796 3107871
chl17809 3107786 3107861
chlCW2 3017355 3017430
chlToZa7 3092137 3092212
chlSLPH10 3104447 3104511
chlPCL1391 3023192 3023267
chlLzh-T5 3004542 3004617
chlStFRB508 2920195 2920270
chl21509 3044711 3044786
>29235_29236 with 29235_19231 left
chlM12 2999832 2999907
chl189 6128651 6128748
chl66 3064098 3064173
chlM71 3021742 3021817
chl19603 3020212 3020287
chlC50 3042394 3042469
chlP2 3171897 3171972
chlJD37 3667627 3667702
chl6698 3108254 3108329
chl2210 3023902 3023977
chlChPhzS23 2991289 2991364
chlPA23 2936389 2936464
chlChPhzTR36 3124693 3124768
chlO6 3161670 3161745
chlK27 3051546 3051621
chl17415 2976304 2976401
chlChPhzTR44 3069446 3069521
>29111_29112 with 28590_29112 right
chlM12 4447212 4447287
chlTAMOak81 4384045 4384131
chlChPhzTR39 4742273 4742359
chlChPhzTR38 4688613 4688699
chl66 4539084 4539170
chlCW2 4640594 4640669
chlC50 4468438 4468524
chlP2 4936130 4936216
chlChPhzS24 4541200 4541286
chl6698 4791254 4791340
chlChPhzS23 4497377 4497463
chlLzh-T5 4541474 4541560
chlPA23 4511264 4511350
chlChPhzTR36 4696532 4696618
chl21509 4734487 4734573
chl50083 4603835 4603920
chlO6 4628027 4628113
chlChPhzTR18 4554799 4554885
chlZJU60 4497402 4497488
chlPb-St2 4388221 4388307
>29111_29112 with 29228_29112 right
chlM12 4447212 4447287
chlTAMOak81 4384045 4384131
chlChPhzTR39 4742273 4742359
chlChPhzTR38 4688613 4688699
chl66 4539084 4539170
chlCW2 4640594 4640669
chlC50 4468438 4468524
chlP2 4936130 4936216
chlChPhzS24 4541200 4541286
chl6698 4791254 4791340
chlChPhzS23 4497377 4497463
chlLzh-T5 4541474 4541560
chlPA23 4511264 4511350
chlChPhzTR36 4696532 4696618
chl21509 4734487 4734573
chl50083 4603835 4603920
chlO6 4628027 4628113
chlChPhzTR18 4554799 4554885
chlK27 4598937 4598999
>29711_29712 with 29711_26117 left
chlM12 809371 809472
chlChPhzTR39 802190 802247
chlChPhzTR38 821620 821677
chl66 813475 813532
chl449 817191 817292
chlQ16 814779 814880
chlM71 864170 864271
chl464 817191 817292
chl19603 822473 822574
chlCW2 811420 811521
chlP2 822468 822569
chlJD37 5850696 5850797
chlChPhzS24 801943 802000
chl6698 804796 804853
chl2210 825074 825175
chlChPhzS23 796168 796225
chlLzh-T5 792140 792197
chlPA23 685043 685100
chlStFRB508 625109 625210
chlChPhzTR36 802649 802706
chlO6 812231 812288
chlChPhzTR18 800534 800591
chlK27 851071 851172
chlTAMOak81 837653 837721
chl21509 816963 817023
>29711_29712 with 29711_16961 left
chlM12 809371 809472
chlChPhzTR39 802190 802247
chlChPhzTR38 821620 821677
chl66 813475 813532
chl449 817191 817292
chlQ16 814779 814880
chlM71 864170 864271
chl464 817191 817292
chl19603 822473 822574
chlCW2 811420 811521
chlP2 822468 822569
chlJD37 5850696 5850797
chlChPhzS24 801943 802000
chl6698 804796 804853
chl2210 825074 825175
chlChPhzS23 796168 796225
chlLzh-T5 792140 792197
chlPA23 685043 685100
chlStFRB508 625109 625210
chlChPhzTR36 802649 802706
chlO6 812231 812288
chlChPhzTR18 800534 800591
chlK27 851071 851172
chl189 2138565 2138668
chlC50 807767 807868
>26520_29312 with 29311_29312 right
chlM12 5092628 5092725
chlChPhzS140 5399782 5399872
chlDTR133 5342079 5342169
chlPCL1607 5298316 5298406
chl449 5348207 5348304
chlZJU60 5215749 5215852
chlQ16 5267844 5267947
chlM71 5180925 5181022
chl464 5350142 5350239
chlChPhzS135 5317542 5317632
chl19603 5456824 5456921
chlCW2 5270546 5270643
chlChPhzTR44 5287819 5287909
chl2210 5190853 5190950
chlToZa7 5260600 5260690
chlSLPH10 5509420 5509510
chlPCL1391 5240738 5240828
chlStFRB508 5132633 5132729
chl21509 5440489 5440592
chlK27 5241984 5242081
>29409_29410 with 29409_16839 left
chlM12 4495396 4495526
chlChPhzTR39 4794096 4794226
chlChPhzTR38 4740437 4740567
chl66 4591660 4591790
chl449 4777415 4777545
chlQ16 4682965 4683095
chlM71 4591831 4591961
chl464 4779349 4779479
chl19603 4894462 4894592
chlCW2 4693341 4693471
chlC50 4522442 4522560
chlP2 4987499 4987629
chlJD37 2297454 2297581
chlChPhzS24 4593024 4593154
chl6698 4844045 4844175
chl2210 4625916 4626046
chlChPhzS23 4549950 4550080
chlLzh-T5 4592681 4592811
chlPA23 4564475 4564605
chlStFRB508 4541297 4541424
chlChPhzTR36 4747853 4747983
chlO6 4683605 4683735
chlChPhzTR18 4606623 4606753
chlK27 4647470 4647597
chl17415 4417893 4418000
>29409_29410 with 29409_25805 left
chlM12 4495396 4495526
chlChPhzTR39 4794096 4794226
chlChPhzTR38 4740437 4740567
chl66 4591660 4591790
chl449 4777415 4777545
chlQ16 4682965 4683095
chlM71 4591831 4591961
chl464 4779349 4779479
chl19603 4894462 4894592
chlCW2 4693341 4693471
chlC50 4522442 4522560
chlP2 4987499 4987629
chlJD37 2297454 2297581
chlChPhzS24 4593024 4593154
chl6698 4844045 4844175
chl2210 4625916 4626046
chlChPhzS23 4549950 4550080
chlLzh-T5 4592681 4592811
chlPA23 4564475 4564605
chlStFRB508 4541297 4541424
chlChPhzTR36 4747853 4747983
chlO6 4683605 4683735
chlChPhzTR18 4606623 4606753
chlK27 4647470 4647597
chl17415 4418033 4418140
chlPb-St2 2111160 2111290
>29413_29414 with 28973_29414 right
chlM12 4503203 4503302
chlChPhzTR39 4801738 4801837
chlChPhzTR38 4748060 4748159
chl66 4599301 4599400
chl449 4785069 4785181
chlQ16 4690661 4690773
chlM71 4599691 4599803
chl464 4787003 4787115
chlB25 4598656 4598768
chl19603 4902108 4902207
chlCW2 4701136 4701235
chlC50 4530291 4530390
chlP2 4995116 4995215
chlJD37 2288375 2288487
chlChPhzS24 4600666 4600765
chl6698 4851662 4851761
chl2210 4633776 4633888
chlChPhzS23 4557798 4557897
chlLzh-T5 4600374 4600473
chlPA23 4572168 4572267
chlStFRB508 4548937 4549049
chlChPhzTR36 4755624 4755723
chl21509 4807058 4807170
chlO6 4691299 4691398
chlChPhzTR18 4614265 4614364
chlK27 4655434 4655533
chl189 5197492 5197604
chl17415 4425955 4426067
>24824_27219 with 26552_27219 right
chlM12 1126162 1126262
chlPb-St2 1094687 1094787
chlCW2 1137080 1137180
chlStFRB508 955523 955623
chlTAMOak81 1163962 1164061
chlDTR133 1135886 1135986
chlPCL1607 1184980 1185080
chlChPhzS135 1149158 1149258
chl19603 1141780 1141880
chlChPhzTR44 1142268 1142368
chl2210 1145745 1145845
chlToZa7 1147128 1147228
chlSLPH10 1145974 1146074
chlPCL1391 1124682 1124782
chl21509 1154740 1154840
>24824_27219 with 14186_27219 right
chlM12 1126162 1126262
chlPb-St2 1094687 1094787
chlCW2 1137080 1137180
chlStFRB508 955523 955623
chlChPhzS140 1147492 1147592
chl17411 1131522 1131622
chl17809 1131528 1131628
>24824_27219 with 8420_27219 right
chlM12 1126162 1126262
chlPb-St2 1094687 1094787
chlCW2 1137080 1137180
chlStFRB508 955523 955623
chl189 1822023 1822123
chl17415 1134347 1134446
>24824_27219 with 27218_27219 right
chlM12 1126162 1126262
chlPb-St2 1094687 1094787
chlCW2 1137080 1137180
chlStFRB508 955523 955623
chlZJU60 1117432 1117532
chl50083 1141073 1141172
>24824_27219 with 12538_27219 right
chlM12 1126162 1126262
chlPb-St2 1094687 1094787
chlCW2 1137080 1137180
chlStFRB508 955523 955623
chlB25 1162264 1162363
>29459_29623 with 27072_29623 right
chlM12 1493215 1493315
chlTAMOak81 1522402 1522501
chlChPhzS140 1513334 1513432
chlDTR133 1548987 1549085
chlPCL1607 1551162 1551260
chlChPhzTR39 1518622 1518719
chl189 1454188 1454286
chl66 1521313 1521410
chl449 1516464 1516564
chl17415 1500734 1500830
chlZJU60 1483456 1483554
chlQ16 1500531 1500630
chlPb-St2 1458051 1458148
chlM71 1562036 1562135
chl464 1518398 1518498
chlChPhzS135 1515251 1515349
chlB25 1551002 1551100
chl17411 1507692 1507790
chl19603 1507360 1507459
chl17809 1507702 1507800
chlCW2 1504257 1504356
chlC50 1494054 1494153
chlP2 1501134 1501231
chlJD37 5139511 5139610
chlChPhzS24 1514197 1514294
chl6698 1520337 1520434
chlChPhzTR44 1508475 1508573
chl2210 1512470 1512569
chlToZa7 1513201 1513299
chlSLPH10 1512048 1512146
chlChPhzS23 1498373 1498470
chlPCL1391 1492164 1492262
chlLzh-T5 1489419 1489516
chlPA23 1393716 1393813
chlStFRB508 1322217 1322316
chlChPhzTR36 1547760 1547857
chl21509 1523245 1523343
chl50083 1504041 1504139
chlO6 1554723 1554820
chlChPhzTR18 1501737 1501834
chlK27 1545490 1545589
chlChPhzTR38 1522690 1522787
>29421_29647 with 22622_29647 right
chlM12 3678290 3678389
chlChPhzS140 3779375 3779474
chlChPhzTR39 3878673 3878772
chlChPhzTR38 3843579 3843678
chl189 6687888 6687986
chl66 3785871 3785970
chl449 3857395 3857494
chl17415 3628484 3628583
chlZJU60 3623398 3623497
chlQ16 3806937 3807036
chlPb-St2 3667125 3667224
chlM71 3718758 3718857
chl464 3859330 3859429
chlB25 3778359 3778458
chl17411 3772850 3772949
chl19603 3758099 3758198
chl17809 3772841 3772940
chlCW2 3808739 3808838
chlC50 3722967 3723066
chlP2 3863526 3863625
chlJD37 3047900 3047999
chlChPhzS24 3761002 3761101
chl6698 3842068 3842167
chlChPhzTR44 3767991 3768068
chl2210 3748457 3748553
chlToZa7 3775533 3775632
chlChPhzS23 3759243 3759342
chlLzh-T5 3737472 3737571
chlPA23 3715448 3715547
chlStFRB508 3666345 3666444
chlChPhzTR36 3845742 3845841
chl21509 3757263 3757361
chl50083 3865447 3865545
chlO6 3838108 3838185
chlChPhzTR18 3776351 3776450
chlK27 3804482 3804581
chlDTR133 3791474 3791551
chlPCL1607 3745516 3745593
chlChPhzS135 3824211 3824288
chlSLPH10 3782377 3782454
chlPCL1391 3691165 3691242
